Security,ACMTP10  Index                                                  ,
Start Date,5/14/1990 0:00,
End Date,5/14/2021 0:00,
Period,D,
,,
Date,PX_LAST,PX_MID
11/13/2013,1.9513,1.9513
11/12/2013,1.9663,1.9663
11/8/2013,1.9576,1.9576
11/7/2013,1.8186,1.8186
11/6/2013,1.8602,1.8602
11/5/2013,1.8547,1.8547
11/4/2013,1.7773,1.7773
11/1/2013,1.7783,1.7783
10/31/2013,1.7075,1.7075
10/30/2013,1.676,1.676
10/29/2013,1.6572,1.6572
10/28/2013,1.6643,1.6643
10/25/2013,1.6303,1.6303
10/24/2013,1.6366,1.6366
10/23/2013,1.6335,1.6335
10/22/2013,1.6706,1.6706
10/21/2013,1.754,1.754
10/18/2013,1.7312,1.7312
10/17/2013,1.731,1.731
10/16/2013,1.8054,1.8054
10/15/2013,1.8614,1.8614
10/11/2013,1.7909,1.7909
10/10/2013,1.7735,1.7735
10/9/2013,1.7346,1.7346
10/8/2013,1.6983,1.6983
10/7/2013,1.7181,1.7181
10/4/2013,1.7573,1.7573
10/3/2013,1.7391,1.7391
10/2/2013,1.7426,1.7426
10/1/2013,1.7389,1.7389
9/30/2013,1.7396,1.7396
9/27/2013,1.7368,1.7368
9/26/2013,1.7356,1.7356
9/25/2013,1.7006,1.7006
9/24/2013,1.7343,1.7343
9/23/2013,1.8012,1.8012
9/20/2013,1.8229,1.8229
9/19/2013,1.8481,1.8481
9/18/2013,1.8078,1.8078
9/17/2013,1.8579,1.8579
9/16/2013,1.8655,1.8655
9/13/2013,1.8009,1.8009
9/12/2013,1.8394,1.8394
9/11/2013,1.8419,1.8419
9/10/2013,1.854,1.854
9/9/2013,1.8361,1.8361
9/6/2013,1.8224,1.8224
9/5/2013,1.8234,1.8234
9/4/2013,1.8057,1.8057
9/3/2013,1.8226,1.8226
8/30/2013,1.7344,1.7344
8/29/2013,1.7125,1.7125
8/28/2013,1.7542,1.7542
8/27/2013,1.7008,1.7008
8/26/2013,1.7716,1.7716
8/23/2013,1.7905,1.7905
8/22/2013,1.8747,1.8747
8/21/2013,1.9221,1.9221
8/20/2013,1.9089,1.9089
8/19/2013,1.951,1.951
8/16/2013,1.9123,1.9123
8/15/2013,1.8405,1.8405
8/14/2013,1.8038,1.8038
8/13/2013,1.8092,1.8092
8/12/2013,1.731,1.731
8/9/2013,1.7127,1.7127
8/8/2013,1.7274,1.7274
8/7/2013,1.7562,1.7562
8/6/2013,1.8127,1.8127
8/5/2013,1.8115,1.8115
8/2/2013,1.7772,1.7772
8/1/2013,1.8352,1.8352
7/31/2013,1.7003,1.7003
7/30/2013,1.7324,1.7324
7/29/2013,1.7154,1.7154
7/26/2013,1.6716,1.6716
7/25/2013,1.7034,1.7034
7/24/2013,1.6927,1.6927
7/23/2013,1.6144,1.6144
7/22/2013,1.5717,1.5717
7/19/2013,1.5715,1.5715
7/18/2013,1.6297,1.6297
7/17/2013,1.5731,1.5731
7/16/2013,1.5781,1.5781
7/15/2013,1.5824,1.5824
7/12/2013,1.617,1.617
7/11/2013,1.6341,1.6341
7/10/2013,1.6638,1.6638
7/9/2013,1.6285,1.6285
7/8/2013,1.6275,1.6275
7/5/2013,1.6543,1.6543
7/3/2013,1.4625,1.4625
7/2/2013,1.4396,1.4396
7/1/2013,1.463,1.463
6/28/2013,1.4546,1.4546
6/27/2013,1.4337,1.4337
6/26/2013,1.4759,1.4759
6/25/2013,1.5143,1.5143
6/24/2013,1.4705,1.4705
6/21/2013,1.4365,1.4365
6/20/2013,1.3972,1.3972
6/19/2013,1.3169,1.3169
6/18/2013,1.2898,1.2898
6/17/2013,1.2825,1.2825
6/14/2013,1.2163,1.2163
6/13/2013,1.2287,1.2287
6/12/2013,1.2729,1.2729
6/11/2013,1.2362,1.2362
6/10/2013,1.2656,1.2656
6/7/2013,1.2217,1.2217
6/6/2013,1.1363,1.1363
6/5/2013,1.1682,1.1682
6/4/2013,1.2186,1.2186
6/3/2013,1.196,1.196
5/31/2013,1.2123,1.2123
5/30/2013,1.1839,1.1839
5/29/2013,1.1804,1.1804
5/28/2013,1.226,1.226
5/24/2013,1.0813,1.0813
5/23/2013,1.1019,1.1019
5/22/2013,1.1078,1.1078
5/21/2013,1.0111,1.0111
5/20/2013,1.0446,1.0446
5/17/2013,1.0213,1.0213
5/16/2013,0.9252,0.9252
5/15/2013,1.0055,1.0055
5/14/2013,1.0209,1.0209
5/13/2013,0.9645,0.9645
5/10/2013,0.9425,0.9425
5/9/2013,0.8403,0.8403
5/8/2013,0.8426,0.8426
5/7/2013,0.8627,0.8627
5/6/2013,0.8469,0.8469
5/3/2013,0.8102,0.8102
5/2/2013,0.6715,0.6715
5/1/2013,0.665,0.665
4/30/2013,0.7208,0.7208
4/29/2013,0.7039,0.7039
4/26/2013,0.6942,0.6942
4/25/2013,0.7402,0.7402
4/24/2013,0.7173,0.7173
4/23/2013,0.7277,0.7277
4/22/2013,0.7104,0.7104
4/19/2013,0.7112,0.7112
4/18/2013,0.6975,0.6975
4/17/2013,0.7238,0.7238
4/16/2013,0.7573,0.7573
4/15/2013,0.7175,0.7175
4/12/2013,0.7553,0.7553
4/11/2013,0.8447,0.8447
4/10/2013,0.8625,0.8625
4/9/2013,0.7904,0.7904
4/8/2013,0.7732,0.7732
4/5/2013,0.7229,0.7229
4/4/2013,0.8268,0.8268
4/3/2013,0.8892,0.8892
4/2/2013,0.9478,0.9478
4/1/2013,0.9174,0.9174
3/28/2013,0.9262,0.9262
3/27/2013,0.9247,0.9247
3/26/2013,0.9854,0.9854
3/25/2013,0.9989,0.9989
3/22/2013,0.9968,0.9968
3/21/2013,1.0181,1.0181
3/20/2013,1.057,1.057
3/19/2013,0.9983,0.9983
3/18/2013,1.0508,1.0508
3/15/2013,1.112,1.112
3/14/2013,1.1534,1.1534
3/13/2013,1.1384,1.1384
3/12/2013,1.1385,1.1385
3/11/2013,1.1851,1.1851
3/8/2013,1.1851,1.1851
3/7/2013,1.099,1.099
3/6/2013,1.0363,1.0363
3/5/2013,0.9861,0.9861
3/4/2013,0.9638,0.9638
3/1/2013,0.9382,0.9382
2/28/2013,0.9797,0.9797
2/27/2013,0.9927,0.9927
2/26/2013,0.9499,0.9499
2/25/2013,0.9521,0.9521
2/22/2013,1.0506,1.0506
2/21/2013,1.0683,1.0683
2/20/2013,1.0966,1.0966
2/19/2013,1.1085,1.1085
2/15/2013,1.0819,1.0819
2/14/2013,1.0766,1.0766
2/13/2013,1.1336,1.1336
2/12/2013,1.0904,1.0904
2/11/2013,1.0604,1.0604
2/8/2013,1.0753,1.0753
2/7/2013,1.0644,1.0644
2/6/2013,1.0842,1.0842
2/5/2013,1.1228,1.1228
2/4/2013,1.0857,1.0857
2/1/2013,1.1273,1.1273
1/31/2013,1.0827,1.0827
1/30/2013,1.0878,1.0878
1/29/2013,1.0699,1.0699
1/28/2013,1.03,1.03
1/25/2013,1.0132,1.0132
1/24/2013,0.9145,0.9145
1/23/2013,0.8932,0.8932
1/22/2013,0.8974,0.8974
1/18/2013,0.9027,0.9027
1/17/2013,0.9322,0.9322
1/16/2013,0.8808,0.8808
1/15/2013,0.8977,0.8977
1/14/2013,0.9374,0.9374
1/11/2013,0.9432,0.9432
1/10/2013,0.9742,0.9742
1/9/2013,0.9281,0.9281
1/8/2013,0.929,0.929
1/7/2013,0.961,0.961
1/4/2013,0.9716,0.9716
1/3/2013,0.963,0.963
1/2/2013,0.8828,0.8828
12/31/2012,0.7742,0.7742
12/28/2012,0.6934,0.6934
12/27/2012,0.6981,0.6981
12/26/2012,0.7383,0.7383
12/24/2012,0.7606,0.7606
12/21/2012,0.7462,0.7462
12/20/2012,0.7994,0.7994
12/19/2012,0.8065,0.8065
12/18/2012,0.8243,0.8243
12/17/2012,0.7778,0.7778
12/14/2012,0.7032,0.7032
12/13/2012,0.7234,0.7234
12/12/2012,0.7047,0.7047
12/11/2012,0.6293,0.6293
12/10/2012,0.5909,0.5909
12/7/2012,0.5952,0.5952
12/6/2012,0.5329,0.5329
12/5/2012,0.552,0.552
12/4/2012,0.5676,0.5676
12/3/2012,0.5816,0.5816
11/30/2012,0.5781,0.5781
11/29/2012,0.562,0.562
11/28/2012,0.5666,0.5666
11/27/2012,0.5782,0.5782
11/26/2012,0.5964,0.5964
11/23/2012,0.6348,0.6348
11/21/2012,0.6322,0.6322
11/20/2012,0.6138,0.6138
11/19/2012,0.5553,0.5553
11/16/2012,0.5127,0.5127
11/15/2012,0.5072,0.5072
11/14/2012,0.5178,0.5178
11/13/2012,0.5119,0.5119
11/9/2012,0.5351,0.5351
11/8/2012,0.5452,0.5452
11/7/2012,0.6118,0.6118
11/6/2012,0.7268,0.7268
11/5/2012,0.6751,0.6751
11/2/2012,0.7129,0.7129
11/1/2012,0.7046,0.7046
10/31/2012,0.6592,0.6592
10/29/2012,0.6748,0.6748
10/26/2012,0.7322,0.7322
10/25/2012,0.8144,0.8144
10/24/2012,0.7775,0.7775
10/23/2012,0.744,0.744
10/22/2012,0.7865,0.7865
10/19/2012,0.7581,0.7581
10/18/2012,0.8509,0.8509
10/17/2012,0.8149,0.8149
10/16/2012,0.7314,0.7314
10/15/2012,0.6598,0.6598
10/12/2012,0.6487,0.6487
10/11/2012,0.6614,0.6614
10/10/2012,0.6843,0.6843
10/9/2012,0.7368,0.7368
10/5/2012,0.766,0.766
10/4/2012,0.6999,0.6999
10/3/2012,0.6319,0.6319
10/2/2012,0.6245,0.6245
10/1/2012,0.6257,0.6257
9/28/2012,0.642,0.642
9/27/2012,0.6259,0.6259
9/26/2012,0.59,0.59
9/25/2012,0.6763,0.6763
9/24/2012,0.7441,0.7441
9/21/2012,0.7997,0.7997
9/20/2012,0.824,0.824
9/19/2012,0.8334,0.8334
9/18/2012,0.8697,0.8697
9/17/2012,0.9112,0.9112
9/14/2012,0.9616,0.9616
9/13/2012,0.7936,0.7936
9/12/2012,0.8064,0.8064
9/11/2012,0.7025,0.7025
9/10/2012,0.6822,0.6822
9/7/2012,0.6693,0.6693
9/6/2012,0.6676,0.6676
9/5/2012,0.5821,0.5821
9/4/2012,0.5611,0.5611
8/31/2012,0.5504,0.5504
8/30/2012,0.5974,0.5974
8/29/2012,0.6162,0.6162
8/28/2012,0.5928,0.5928
8/27/2012,0.6161,0.6161
8/24/2012,0.6522,0.6522
8/23/2012,0.6546,0.6546
8/22/2012,0.7025,0.7025
8/21/2012,0.7882,0.7882
8/20/2012,0.8117,0.8117
8/17/2012,0.8106,0.8106
8/16/2012,0.8348,0.8348
8/15/2012,0.7864,0.7864
8/14/2012,0.701,0.701
8/13/2012,0.6087,0.6087
8/10/2012,0.6122,0.6122
8/9/2012,0.6432,0.6432
8/8/2012,0.6288,0.6288
8/7/2012,0.6215,0.6215
8/6/2012,0.5525,0.5525
8/3/2012,0.5588,0.5588
8/2/2012,0.4454,0.4454
8/1/2012,0.5183,0.5183
7/31/2012,0.4624,0.4624
7/30/2012,0.473,0.473
7/27/2012,0.5037,0.5037
7/26/2012,0.366,0.366
7/25/2012,0.3402,0.3402
7/24/2012,0.3362,0.3362
7/23/2012,0.3916,0.3916
7/20/2012,0.4175,0.4175
7/19/2012,0.4749,0.4749
7/18/2012,0.4303,0.4303
7/17/2012,0.4219,0.4219
7/16/2012,0.3921,0.3921
7/13/2012,0.3914,0.3914
7/12/2012,0.3566,0.3566
7/11/2012,0.3932,0.3932
7/10/2012,0.3911,0.3911
7/9/2012,0.4054,0.4054
7/6/2012,0.4513,0.4513
7/5/2012,0.503,0.503
7/3/2012,0.5272,0.5272
7/2/2012,0.4684,0.4684
6/29/2012,0.5541,0.5541
6/28/2012,0.4462,0.4462
6/27/2012,0.5031,0.5031
6/26/2012,0.5161,0.5161
6/25/2012,0.4951,0.4951
6/22/2012,0.5652,0.5652
6/21/2012,0.4826,0.4826
6/20/2012,0.5127,0.5127
6/19/2012,0.5149,0.5149
6/18/2012,0.459,0.459
6/15/2012,0.4765,0.4765
6/14/2012,0.5013,0.5013
6/13/2012,0.4569,0.4569
6/12/2012,0.5454,0.5454
6/11/2012,0.4733,0.4733
6/8/2012,0.5473,0.5473
6/7/2012,0.5617,0.5617
6/6/2012,0.5585,0.5585
6/5/2012,0.4507,0.4507
6/4/2012,0.3715,0.3715
6/1/2012,0.2991,0.2991
5/31/2012,0.4737,0.4737
5/30/2012,0.5248,0.5248
5/29/2012,0.6379,0.6379
5/25/2012,0.6566,0.6566
5/24/2012,0.6773,0.6773
5/23/2012,0.639,0.639
5/22/2012,0.7071,0.7071
5/21/2012,0.6609,0.6609
5/18/2012,0.6109,0.6109
5/17/2012,0.6055,0.6055
5/16/2012,0.7191,0.7191
5/15/2012,0.7418,0.7418
5/14/2012,0.7884,0.7884
5/11/2012,0.8691,0.8691
5/10/2012,0.9304,0.9304
5/9/2012,0.9033,0.9033
5/8/2012,0.9247,0.9247
5/7/2012,0.9765,0.9765
5/4/2012,0.969,0.969
5/3/2012,1.0316,1.0316
5/2/2012,1.0207,1.0207
5/1/2012,1.064,1.064
4/30/2012,1.034,1.034
4/27/2012,1.0442,1.0442
4/26/2012,1.0631,1.0631
4/25/2012,1.0958,1.0958
4/24/2012,1.0672,1.0672
4/23/2012,1.0328,1.0328
4/20/2012,1.0669,1.0669
4/19/2012,1.0518,1.0518
4/18/2012,1.0828,1.0828
4/17/2012,1.121,1.121
4/16/2012,1.0642,1.0642
4/13/2012,1.1,1.1
4/12/2012,1.1754,1.1754
4/11/2012,1.1234,1.1234
4/10/2012,1.0752,1.0752
4/9/2012,1.1084,1.1084
4/6/2012,1.1412,1.1412
4/5/2012,1.2763,1.2763
4/4/2012,1.3422,1.3422
4/3/2012,1.3807,1.3807
4/2/2012,1.3258,1.3258
3/30/2012,1.332,1.332
3/29/2012,1.2485,1.2485
3/28/2012,1.2916,1.2916
3/27/2012,1.287,1.287
3/26/2012,1.3308,1.3308
3/23/2012,1.3128,1.3128
3/22/2012,1.3602,1.3602
3/21/2012,1.3666,1.3666
3/20/2012,1.429,1.429
3/19/2012,1.4562,1.4562
3/16/2012,1.3888,1.3888
3/15/2012,1.3692,1.3692
3/14/2012,1.3347,1.3347
3/13/2012,1.1874,1.1874
3/12/2012,1.087,1.087
3/9/2012,1.1077,1.1077
3/8/2012,1.0979,1.0979
3/7/2012,1.0472,1.0472
3/6/2012,1.0333,1.0333
3/5/2012,1.0813,1.0813
3/2/2012,1.0865,1.0865
3/1/2012,1.1225,1.1225
2/29/2012,1.0315,1.0315
2/28/2012,0.9895,0.9895
2/27/2012,0.9706,0.9706
2/24/2012,1.0215,1.0215
2/23/2012,1.0478,1.0478
2/22/2012,1.0957,1.0957
2/21/2012,1.1382,1.1382
2/17/2012,1.1089,1.1089
2/16/2012,1.0757,1.0757
2/15/2012,1.0332,1.0332
2/14/2012,0.9961,0.9961
2/13/2012,1.0875,1.0875
2/10/2012,1.0721,1.0721
2/9/2012,1.1662,1.1662
2/8/2012,1.1405,1.1405
2/7/2012,1.1484,1.1484
2/6/2012,1.0703,1.0703
2/3/2012,1.1175,1.1175
2/2/2012,0.9846,0.9846
2/1/2012,1.0104,1.0104
1/31/2012,0.9507,0.9507
1/30/2012,1.0109,1.0109
1/27/2012,1.0979,1.0979
1/26/2012,1.1435,1.1435
1/25/2012,1.1956,1.1956
1/24/2012,1.2346,1.2346
1/23/2012,1.2427,1.2427
1/20/2012,1.1899,1.1899
1/19/2012,1.1345,1.1345
1/18/2012,1.0176,1.0176
1/17/2012,0.959,0.959
1/13/2012,0.9804,0.9804
1/12/2012,1.0501,1.0501
1/11/2012,1.0338,1.0338
1/10/2012,1.1093,1.1093
1/9/2012,1.0821,1.0821
1/6/2012,1.0803,1.0803
1/5/2012,1.1211,1.1211
1/4/2012,1.1003,1.1003
1/3/2012,1.0437,1.0437
12/30/2011,0.9546,0.9546
12/29/2011,0.937,0.937
12/28/2011,0.9558,0.9558
12/27/2011,1.0771,1.0771
12/23/2011,1.0858,1.0858
12/22/2011,1.027,1.027
12/21/2011,1.0389,1.0389
12/20/2011,1.0086,1.0086
12/19/2011,0.8586,0.8586
12/16/2011,0.94,0.94
12/15/2011,1.0018,1.0018
12/14/2011,0.9869,0.9869
12/13/2011,1.0882,1.0882
12/12/2011,1.1988,1.1988
12/9/2011,1.253,1.253
12/8/2011,1.1423,1.1423
12/7/2011,1.1861,1.1861
12/6/2011,1.2354,1.2354
12/5/2011,1.1648,1.1648
12/2/2011,1.181,1.181
12/1/2011,1.2598,1.2598
11/30/2011,1.2228,1.2228
11/29/2011,1.09,1.09
11/28/2011,1.0486,1.0486
11/25/2011,1.02,1.02
11/23/2011,0.9179,0.9179
11/22/2011,1.0073,1.0073
11/21/2011,1.032,1.032
11/18/2011,1.0815,1.0815
11/17/2011,1.0457,1.0457
11/16/2011,1.1266,1.1266
11/15/2011,1.1979,1.1979
11/14/2011,1.1915,1.1915
11/10/2011,1.1999,1.1999
11/9/2011,1.13,1.13
11/8/2011,1.2697,1.2697
11/7/2011,1.185,1.185
11/4/2011,1.2479,1.2479
11/3/2011,1.2665,1.2665
11/2/2011,1.191,1.191
11/1/2011,1.1559,1.1559
10/31/2011,1.3576,1.3576
10/28/2011,1.5343,1.5343
10/27/2011,1.6059,1.6059
10/26/2011,1.3693,1.3693
10/25/2011,1.286,1.286
10/24/2011,1.4074,1.4074
10/21/2011,1.4001,1.4001
10/20/2011,1.3422,1.3422
10/19/2011,1.3151,1.3151
10/18/2011,1.3304,1.3304
10/17/2011,1.298,1.298
10/14/2011,1.3999,1.3999
10/13/2011,1.296,1.296
10/12/2011,1.3268,1.3268
10/11/2011,1.2225,1.2225
10/7/2011,1.1405,1.1405
10/6/2011,1.062,1.062
10/5/2011,0.9626,0.9626
10/4/2011,0.8501,0.8501
10/3/2011,0.8491,0.8491
9/30/2011,1.0009,1.0009
9/29/2011,1.0867,1.0867
9/28/2011,1.1459,1.1459
9/27/2011,1.1161,1.1161
9/26/2011,0.9963,0.9963
9/23/2011,0.9092,0.9092
9/22/2011,0.7825,0.7825
9/21/2011,0.997,0.997
9/20/2011,1.1672,1.1672
9/19/2011,1.1929,1.1929
9/16/2011,1.3051,1.3051
9/15/2011,1.3106,1.3106
9/14/2011,1.2191,1.2191
9/13/2011,1.2002,1.2002
9/12/2011,1.1216,1.1216
9/9/2011,1.1595,1.1595
9/8/2011,1.2297,1.2297
9/7/2011,1.2753,1.2753
9/6/2011,1.1718,1.1718
9/2/2011,1.2311,1.2311
9/1/2011,1.464,1.464
8/31/2011,1.5645,1.5645
8/30/2011,1.4864,1.4864
8/29/2011,1.6061,1.6061
8/26/2011,1.5043,1.5043
8/25/2011,1.5228,1.5228
8/24/2011,1.5685,1.5685
8/23/2011,1.3809,1.3809
8/22/2011,1.3203,1.3203
8/19/2011,1.296,1.296
8/18/2011,1.3481,1.3481
8/17/2011,1.4804,1.4804
8/16/2011,1.5864,1.5864
8/15/2011,1.6327,1.6327
8/12/2011,1.584,1.584
8/11/2011,1.711,1.711
8/10/2011,1.4769,1.4769
8/9/2011,1.5535,1.5535
8/8/2011,1.6936,1.6936
8/5/2011,1.9143,1.9143
8/4/2011,1.8134,1.8134
8/3/2011,1.9704,1.9704
8/2/2011,2.0309,2.0309
8/1/2011,2.1471,2.1471
7/29/2011,2.211,2.211
7/28/2011,2.3272,2.3272
7/27/2011,2.3414,2.3414
7/26/2011,2.3484,2.3484
7/25/2011,2.3831,2.3831
7/22/2011,2.3439,2.3439
7/21/2011,2.3927,2.3927
7/20/2011,2.3293,2.3293
7/19/2011,2.2725,2.2725
7/18/2011,2.3712,2.3712
7/15/2011,2.342,2.342
7/14/2011,2.3565,2.3565
7/13/2011,2.2921,2.2921
7/12/2011,2.3105,2.3105
7/11/2011,2.352,2.352
7/8/2011,2.4115,2.4115
7/7/2011,2.4805,2.4805
7/6/2011,2.4884,2.4884
7/5/2011,2.5057,2.5057
7/1/2011,2.4965,2.4965
6/30/2011,2.4915,2.4915
6/29/2011,2.4658,2.4658
6/28/2011,2.3741,2.3741
6/27/2011,2.3252,2.3252
6/24/2011,2.2831,2.2831
6/23/2011,2.2884,2.2884
6/22/2011,2.3363,2.3363
6/21/2011,2.3183,2.3183
6/20/2011,2.2783,2.2783
6/17/2011,2.2597,2.2597
6/16/2011,2.2392,2.2392
6/15/2011,2.3092,2.3092
6/14/2011,2.3847,2.3847
6/13/2011,2.3016,2.3016
6/10/2011,2.2783,2.2783
6/9/2011,2.3079,2.3079
6/8/2011,2.2984,2.2984
6/7/2011,2.3229,2.3229
6/6/2011,2.2907,2.2907
6/3/2011,2.2679,2.2679
6/2/2011,2.2874,2.2874
6/1/2011,2.2161,2.2161
5/31/2011,2.301,2.301
5/27/2011,2.3011,2.3011
5/26/2011,2.2678,2.2678
5/25/2011,2.2902,2.2902
5/24/2011,2.2618,2.2618
5/23/2011,2.2718,2.2718
5/20/2011,2.2983,2.2983
5/19/2011,2.2979,2.2979
5/18/2011,2.2816,2.2816
5/17/2011,2.2725,2.2725
5/16/2011,2.2883,2.2883
5/13/2011,2.3068,2.3068
5/12/2011,2.3506,2.3506
5/11/2011,2.3302,2.3302
5/10/2011,2.3447,2.3447
5/9/2011,2.3097,2.3097
5/6/2011,2.3152,2.3152
5/5/2011,2.292,2.292
5/4/2011,2.3392,2.3392
5/3/2011,2.3973,2.3973
5/2/2011,2.4286,2.4286
4/29/2011,2.4307,2.4307
4/28/2011,2.4331,2.4331
4/27/2011,2.429,2.429
4/26/2011,2.3578,2.3578
4/25/2011,2.3591,2.3591
4/21/2011,2.3881,2.3881
4/20/2011,2.4072,2.4072
4/19/2011,2.3906,2.3906
4/18/2011,2.4088,2.4088
4/15/2011,2.3836,2.3836
4/14/2011,2.434,2.434
4/13/2011,2.4344,2.4344
4/12/2011,2.4624,2.4624
4/11/2011,2.4739,2.4739
4/8/2011,2.4596,2.4596
4/7/2011,2.4593,2.4593
4/6/2011,2.3839,2.3839
4/5/2011,2.3273,2.3273
4/4/2011,2.3312,2.3312
4/1/2011,2.2922,2.2922
3/31/2011,2.3321,2.3321
3/30/2011,2.3597,2.3597
3/29/2011,2.3603,2.3603
3/28/2011,2.3353,2.3353
3/25/2011,2.3661,2.3661
3/24/2011,2.3763,2.3763
3/23/2011,2.3461,2.3461
3/22/2011,2.3239,2.3239
3/21/2011,2.3226,2.3226
3/18/2011,2.3448,2.3448
3/17/2011,2.3655,2.3655
3/16/2011,2.3448,2.3448
3/15/2011,2.3994,2.3994
3/14/2011,2.4492,2.4492
3/11/2011,2.4576,2.4576
3/10/2011,2.4143,2.4143
3/9/2011,2.4534,2.4534
3/8/2011,2.5031,2.5031
3/7/2011,2.4432,2.4432
3/4/2011,2.4276,2.4276
3/3/2011,2.4434,2.4434
3/2/2011,2.4034,2.4034
3/1/2011,2.3623,2.3623
2/28/2011,2.3508,2.3508
2/25/2011,2.3274,2.3274
2/24/2011,2.3497,2.3497
2/23/2011,2.4046,2.4046
2/22/2011,2.4012,2.4012
2/18/2011,2.4733,2.4733
2/17/2011,2.4421,2.4421
2/16/2011,2.4363,2.4363
2/15/2011,2.4275,2.4275
2/14/2011,2.4453,2.4453
2/11/2011,2.4762,2.4762
2/10/2011,2.5569,2.5569
2/9/2011,2.5562,2.5562
2/8/2011,2.6345,2.6345
2/7/2011,2.6332,2.6332
2/4/2011,2.655,2.655
2/3/2011,2.6021,2.6021
2/2/2011,2.5812,2.5812
2/1/2011,2.6271,2.6271
1/31/2011,2.5941,2.5941
1/28/2011,2.5159,2.5159
1/27/2011,2.5834,2.5834
1/26/2011,2.5884,2.5884
1/25/2011,2.4601,2.4601
1/24/2011,2.5533,2.5533
1/21/2011,2.5656,2.5656
1/20/2011,2.6021,2.6021
1/19/2011,2.5342,2.5342
1/18/2011,2.5443,2.5443
1/14/2011,2.5129,2.5129
1/13/2011,2.5019,2.5019
1/12/2011,2.5035,2.5035
1/11/2011,2.4945,2.4945
1/10/2011,2.4494,2.4494
1/7/2011,2.4618,2.4618
1/6/2011,2.4755,2.4755
1/5/2011,2.5352,2.5352
1/4/2011,2.4275,2.4275
1/3/2011,2.4016,2.4016
12/31/2010,2.3296,2.3296
12/30/2010,2.4121,2.4121
12/29/2010,2.3925,2.3925
12/28/2010,2.499,2.499
12/27/2010,2.3729,2.3729
12/23/2010,2.4611,2.4611
12/22/2010,2.4445,2.4445
12/21/2010,2.4444,2.4444
12/20/2010,2.4864,2.4864
12/17/2010,2.4794,2.4794
12/16/2010,2.5989,2.5989
12/15/2010,2.6758,2.6758
12/14/2010,2.6178,2.6178
12/13/2010,2.4612,2.4612
12/10/2010,2.4284,2.4284
12/9/2010,2.3667,2.3667
12/8/2010,2.459,2.459
12/7/2010,2.4011,2.4011
12/6/2010,2.2538,2.2538
12/3/2010,2.264,2.264
12/2/2010,2.1723,2.1723
12/1/2010,2.1706,2.1706
11/30/2010,2.067,2.067
11/29/2010,2.0634,2.0634
11/26/2010,2.1089,2.1089
11/24/2010,2.1669,2.1669
11/23/2010,2.0579,2.0579
11/22/2010,2.0804,2.0804
11/19/2010,2.0977,2.0977
11/18/2010,2.1796,2.1796
11/17/2010,2.1509,2.1509
11/16/2010,2.0509,2.0509
11/15/2010,2.147,2.147
11/12/2010,1.9857,1.9857
11/10/2010,1.9566,1.9566
11/9/2010,1.9711,1.9711
11/8/2010,1.9029,1.9029
11/5/2010,1.9384,1.9384
11/4/2010,1.9255,1.9255
11/3/2010,2.108,2.108
11/2/2010,1.9941,1.9941
11/1/2010,2.0772,2.0772
10/29/2010,2.0307,2.0307
10/28/2010,2.0649,2.0649
10/27/2010,2.0537,2.0537
10/26/2010,1.9885,1.9885
10/25/2010,1.9037,1.9037
10/22/2010,1.949,1.949
10/21/2010,1.9397,1.9397
10/20/2010,1.8565,1.8565
10/19/2010,1.8406,1.8406
10/18/2010,1.8697,1.8697
10/15/2010,1.9359,1.9359
10/14/2010,1.8123,1.8123
10/13/2010,1.7664,1.7664
10/12/2010,1.7255,1.7255
10/8/2010,1.7035,1.7035
10/7/2010,1.6917,1.6917
10/6/2010,1.6553,1.6553
10/5/2010,1.7466,1.7466
10/4/2010,1.7252,1.7252
10/1/2010,1.7546,1.7546
9/30/2010,1.7309,1.7309
9/29/2010,1.7095,1.7095
9/28/2010,1.683,1.683
9/27/2010,1.7378,1.7378
9/24/2010,1.8361,1.8361
9/23/2010,1.7669,1.7669
9/22/2010,1.767,1.767
9/21/2010,1.8492,1.8492
9/20/2010,1.9297,1.9297
9/17/2010,1.9566,1.9566
9/16/2010,1.9598,1.9598
9/15/2010,1.8979,1.8979
9/14/2010,1.8197,1.8197
9/13/2010,1.8419,1.8419
9/10/2010,1.8634,1.8634
9/9/2010,1.8222,1.8222
9/8/2010,1.7438,1.7438
9/7/2010,1.7123,1.7123
9/3/2010,1.8439,1.8439
9/2/2010,1.7534,1.7534
9/1/2010,1.6894,1.6894
8/31/2010,1.5468,1.5468
8/30/2010,1.6053,1.6053
8/27/2010,1.6998,1.6998
8/26/2010,1.5516,1.5516
8/25/2010,1.6133,1.6133
8/24/2010,1.5991,1.5991
8/23/2010,1.6922,1.6922
8/20/2010,1.6979,1.6979
8/19/2010,1.6805,1.6805
8/18/2010,1.735,1.735
8/17/2010,1.7577,1.7577
8/16/2010,1.6887,1.6887
8/13/2010,1.8066,1.8066
8/12/2010,1.8818,1.8818
8/11/2010,1.9037,1.9037
8/10/2010,2.004,2.004
8/9/2010,2.0452,2.0452
8/6/2010,2.0613,2.0613
8/5/2010,2.1408,2.1408
8/4/2010,2.1684,2.1684
8/3/2010,2.1663,2.1663
8/2/2010,2.1924,2.1924
7/30/2010,2.133,2.133
7/29/2010,2.2171,2.2171
7/28/2010,2.1712,2.1712
7/27/2010,2.168,2.168
7/26/2010,2.1421,2.1421
